Mapped at 0x7fab9b55f000 (0x4e3f68)
Index	S	r	M	M
13195	51	194	242	243
13196	194	64	258	230
13197	242	51	194	231
13198	258	48	242	243
13199	221	61	218	243
13200	242	64	67	64
13201	242	243	54	242
13202	258	224	64	255
13203	194	51	51	48
13204	255	51	245	243
13205	242	64	215	243
13206	258	64	194	230
13207	242	61	255	227
13208	255	51	242	227
13209	48	243	242	231
13210	61	258	242	230
13211	258	64	255	221
13212	258	48	255	230
13213	245	61	258	227
13214	242	51	255	230
13215	197	61	255	230
13216	64	324	821	233
13217	51	261	252	227
13218	245	48	288	243
13219	245	64	242	230
13220	248	61	258	230
13221	261	48	242	243
13222	245	61	67	64
13223	245	246	54	245
13224	242	194	64	194
13225	255	124	67	64
13226	245	61	255	227
13227	255	51	245	243
13228	245	64	215	243
13229	245	64	258	230
13230	242	64	215	230
13231	61	255	230	221
13232	48	245	255	230
13233	221	61	255	230
13234	258	61	245	234
13235	248	51	255	230
13236	231	51	242	240
13237	242	64	388	231
13238	51	255	239	230
13239	64	218	258	230
13240	261	61	242	243
13241	245	51	255	230
13242	242	61	224	243
13243	245	64	255	227
13244	258	61	54	51
13245	242	234	54	245
13246	258	230	67	255
13247	221	64	67	51
13248	261	61	215	209
13249	248	64	224	243
13250	255	51	239	209
13251	234	48	200	230
13252	258	61	242	227
13253	51	540	239	234
13254	64	218	242	230
13255	258	64	242	221
13256	258	51	466	243
13257	221	61	242	230
13258	245	48	255	230
13259	245	61	242	51
13260	258	224	64	255
13261	242	194	67	64
13262	221	61	215	306
13263	242	64	218	231
13264	245	48	255	230
13265	258	61	245	230
13266	242	64	255	224
13267	64	255	242	243
13268	51	245	255	230
13269	258	64	245	234
13270	245	64	255	230
13271	255	51	239	231
13272	245	61	194	218
13273	228	51	245	243
13274	48	242	255	230
13275	67	224	563	206
13276	242	64	194	243
13277	255	51	194	230
13278	245	61	194	243
13279	237	48	191	209
13280	242	61	67	61
13281	258	230	64	215
13282	245	230	51	228
13283	197	48	54	51
13284	242	64	227	243
13285	221	64	255	230
13286	255	51	239	243
13287	242	64	218	230
13288	964	258	218	233
13289	245	242	255	230
13290	51	242	215	246
13291	245	64	255	230
13292	237	51	215	230
13293	218	61	194	221
13294	255	64	636	228
13295	242	64	255	227
13296	64	255	242	234
13297	51	245	255	230
13298	194	64	218	230
13299	194	51	242	243
13300	255	64	242	230
13301	194	48	242	234
13302	255	48	242	243
13303	51	242	252	233
13304	61	258	245	243
13305	242	64	255	230
13306	258	48	242	243
13307	245	64	255	230
13308	255	48	245	243
13309	255	61	242	230
13310	51	242	231	230
13311	64	218	252	230
13312	242	61	255	233
13313	258	48	215	452
13314	245	51	255	230
13315	218	51	245	243
13316	245	64	252	227
13317	64	258	239	243
13318	51	218	255	230
13319	245	61	258	221
13320	242	61	255	218
13321	221	48	255	206
13322	242	64	252	233
13323	294	64	155	64
13324	218	224	64	255
13325	258	230	64	255
13326	245	61	67	64
13327	961	64	242	243
13328	221	64	258	230
13329	258	48	242	243
13330	218	48	215	230
13331	255	51	242	230
13332	51	245	215	470
13333	61	258	242	206
13334	242	64	252	230
13335	258	51	242	230
13336	255	64	242	221
13337	245	61	194	243
13338	261	61	245	64
13339	245	230	64	215
13340	245	243	169	51
13341	255	51	242	243
13342	360	64	252	233
13343	255	51	242	243
13344	242	61	242	230
13345	242	64	255	230
13346	64	258	239	252
13347	48	245	240	230
13348	255	64	242	233
13349	236	61	255	230
13350	242	61	215	243
13351	245	64	255	524
13352	255	64	54	51
13353	245	243	54	242
13354	258	230	64	255
13355	194	51	54	64
13356	245	48	255	227
13357	261	61	242	230
13358	218	64	197	240
13359	245	61	255	230
13360	255	51	255	230
13361	64	297	255	230
13362	194	61	255	227
13363	218	61	255	1460
13364	197	51	242	240
13365	242	64	258	230
13366	242	51	194	227
13367	258	61	242	243
13368	64	215	218	237
13369	64	255	242	243
13370	221	51	255	600
13371	255	48	242	240
13372	242	64	258	230
13373	231	51	242	230
13374	242	64	255	218
13375	64	245	242	230
13376	51	218	242	240
13377	258	51	255	221
13378	245	61	242	230
13379	227	48	255	209
13380	597	64	164	64
13381	255	230	128	245
13382	242	237	51	242
13383	255	230	67	64
13384	245	64	255	227
13385	258	48	215	227
13386	255	51	239	243
13387	242	64	231	230
13388	258	48	242	240
13389	51	245	255	230
13390	64	255	242	243
13391	245	51	255	221
13392	242	61	255	230
13393	242	64	255	233
13394	258	48	242	243
13395	245	61	255	227
13396	64	255	245	243
13397	48	245	255	230
13398	255	51	242	243
13399	654	64	255	233
13400	255	64	242	534
13401	257	61	255	230
13402	258	48	245	64
13403	245	243	51	242
13404	255	197	67	194
13405	300	69	51	51
13406	258	64	218	246
13407	258	51	245	243
13408	255	51	218	230
13409	261	61	242	230
13410	218	61	255	230
13411	64	258	242	240
13412	51	245	255	230
13413	234	48	227	230
13414	255	48	255	221
13415	255	64	245	243
13416	227	61	255	230
13417	255	51	51	51
13418	242	461	64	239
13419	258	221	67	258
13420	245	48	64	61
13421	245	64	255	227
13422	245	61	243	230
13423	255	64	194	230
13424	231	51	242	240
13425	224	64	194	234
13426	51	242	252	233
13427	48	258	242	230
13428	242	61	252	230
13429	258	64	242	243
13430	245	61	255	230
13431	255	51	239	243
13432	245	64	242	230
13433	61	255	242	206
13434	64	197	255	227
13435	245	61	255	230
13436	258	61	197	221
13437	1391	64	230	243
13438	258	48	242	243
13439	218	64	67	61
13440	242	243	54	215
13441	258	230	67	242
13442	197	48	67	64
13443	197	48	242	243
13444	242	64	215	227
13445	242	61	237	230
13446	245	61	255	230
13447	255	51	215	227
13448	61	255	215	227
13449	221	51	242	240
13450	258	48	242	243
13451	242	64	228	230
13452	255	48	242	243
13453	242	64	215	243
13454	242	64	64	64
13455	242	243	54	218
13456	245	570	64	94
13457	215	64	242	230
13458	245	51	255	221
13459	258	61	245	227
13460	233	48	255	230
13461	258	64	242	230
13462	61	245	242	221
13463	64	231	218	218
13464	236	61	258	230
13465	242	64	258	230
13466	258	48	215	230
13467	258	48	242	240
13468	245	64	255	61
13469	242	230	67	258
13470	242	243	51	242
13471	242	61	67	61
13472	242	64	255	218
13473	224	64	255	233
13474	348	64	794	243
13475	258	61	436	240
13476	245	61	258	221
13477	64	258	242	243
13478	197	48	242	243
13479	258	48	242	221
13480	245	61	255	230
13481	258	51	245	243
13482	242	64	258	218
13483	258	48	255	230
13484	51	255	215	243
13485	64	255	242	243
13486	258	64	242	243
13487	245	51	231	230
13488	258	51	242	243
13489	242	64	252	230
13490	255	64	245	227
13491	61	242	255	230
13492	197	64	255	230
13493	258	51	239	221
13494	258	61	530	243
13495	242	51	255	230
13496	255	64	245	231
13497	245	64	255	227
13498	64	261	239	227
13499	51	245	255	230
13500	258	48	245	243
13501	242	64	255	221
13502	258	51	242	243
13503	245	61	255	230
13504	258	51	239	230
13505	51	261	252	227
13506	197	61	245	230
13507	245	61	227	243
13508	255	51	242	243
13509	245	61	255	230
13510	255	51	215	230
13511	652	51	224	230
13512	64	245	258	230
13513	64	258	636	243
13514	258	48	242	227
13515	258	51	242	243
13516	245	61	255	227
13517	258	61	242	243
13518	242	64	64	61
13519	261	227	67	258
13520	245	230	54	231
13521	258	48	51	51
13522	245	48	255	230
13523	203	64	252	233
13524	258	64	242	243
13525	258	51	221	230
13526	258	255	242	243
13527	64	258	242	243
13528	197	48	228	230
13529	245	51	234	227
13530	221	61	242	230
13531	197	48	242	243
13532	255	64	164	51
13533	255	227	67	258
13534	258	230	67	255
13535	245	243	67	61
13536	255	61	245	246
13537	245	64	231	230
13538	221	61	258	233
13539	230	48	255	218
13540	242	64	218	243
13541	51	242	255	230
13542	64	258	242	230
13543	218	64	215	218
13544	258	51	242	243
13545	218	64	255	230
13546	682	48	215	230
13547	242	64	161	64
13548	227	224	64	252
13549	218	230	54	258
13550	258	139	51	61
13551	242	61	237	448
13552	252	61	242	243
13553	261	64	194	236
13554	255	51	245	237
13555	242	64	215	243
13556	64	248	239	227
13557	51	258	252	230
13558	258	51	255	227
13559	245	61	245	230
13560	221	61	194	246
13561	400	64	258	227
13562	242	51	64	61
13563	231	227	67	242
13564	218	230	67	237
13565	255	51	239	64
13566	252	48	242	243
13567	242	64	242	230
13568	224	61	255	230
13569	258	51	218	230
13570	133	255	242	473
13571	64	258	242	230
13572	184	48	231	230
13573	266	51	255	230
13574	242	51	255	227
13575	258	51	242	240
13576	255	64	242	243
13577	245	51	258	64
13578	245	243	54	218
13579	245	230	164	51
13580	445	64	252	209
13581	255	51	242	240
13582	258	51	242	243
13583	515	64	258	230
13584	242	61	255	230
13585	51	245	258	230
13586	51	237	245	243
13587	245	51	234	221
13588	258	51	242	243
13589	218	61	258	630
13590	258	61	242	234
13591	242	64	255	230
13592	64	215	242	230
13593	51	248	255	227
13594	255	51	239	243
13595	245	64	237	230
13596	197	61	242	227
13597	245	61	258	206
13598	258	51	215	230
13599	51	363	194	243
13600	48	197	255	230
13601	245	64	258	227
13602	258	51	245	243
13603	245	61	258	230
13604	258	51	239	221
13605	245	61	255	48
13606	255	224	64	255
13607	242	243	54	242
13608	258	51	255	64
13609	258	61	242	230
13610	245	48	228	230
13611	245	61	255	230
13612	242	64	252	203
13613	258	48	242	243
13614	51	242	255	230
13615	64	255	242	243
13616	245	48	255	230
13617	258	61	245	243
13618	627	64	252	233
13619	255	61	1085	215
13620	234	51	106	61
13621	245	246	54	242
13622	245	243	54	239
13623	218	197	51	48
13624	245	64	258	230
13625	258	51	218	230
13626	258	64	242	243
13627	258	51	242	206
13628	258	61	245	230
13629	64	255	242	243
13630	48	245	255	218
13631	245	48	255	227
13632	258	61	242	230
13633	242	64	258	230
13634	258	64	245	230
13635	221	61	255	230
13636	64	258	215	243
13637	51	506	227	243
13638	242	64	255	233
13639	221	64	218	230
13640	245	64	255	230
13641	218	61	258	230
13642	258	64	239	240
13643	51	242	197	206
13644	51	224	215	243
13645	242	48	255	221
13646	258	51	242	243
13647	218	64	242	230
13648	255	64	242	221
13649	242	64	164	48
13650	258	224	64	255
13651	245	230	54	255
13652	197	230	54	51
13653	242	61	218	243
13654	258	51	242	240
13655	245	61	242	227
13656	255	51	1327	227
13657	248	51	242	230
13658	191	255	242	230
13659	64	258	242	233
13660	197	51	245	243
13661	258	48	245	243
13662	258	61	242	243
13663	255	64	215	227
13664	242	61	255	227
13665	258	64	239	227
13666	64	245	239	230
13667	64	258	245	243
13668	242	64	252	230
13669	258	48	242	246
13670	245	61	215	230
13671	245	61	258	230
13672	51	51	242	243
13673	61	258	215	230
13674	51	255	242	230
13675	221	64	400	231
13676	245	64	255	227
13677	255	48	242	243
13678	231	51	239	243
13679	255	51	54	51
13680	245	233	51	255
13681	224	221	54	242
13682	194	61	64	64
13683	258	51	242	243
13684	261	64	242	243
13685	245	48	258	230
13686	245	61	242	230
13687	245	218	242	230
13688	51	258	258	230
13689	194	51	191	230
13690	258	61	215	243
13691	255	51	242	243
13692	233	61	245	230
13693	976	51	242	243
13694	166	660	255	239
13695	64	242	255	230
13696	245	61	242	218
13697	245	64	255	227
13698	258	51	239	243
13699	245	61	258	221
13700	258	51	239	230
13701	51	242	255	221
13702	61	258	242	243
13703	242	61	255	227
13704	261	48	242	230
13705	245	61	258	230
13706	258	51	245	246
13707	258	61	242	243
13708	64	245	258	230
13709	64	258	239	243
13710	242	64	237	230
13711	218	48	242	243
13712	218	61	242	230
13713	258	51	506	230
13714	255	51	239	243
13715	64	258	239	243
13716	64	242	215	230
13717	242	64	258	230
13718	218	61	255	230
13719	258	51	242	231
13720	242	64	255	221
13721	218	51	64	64
13722	242	230	67	218
13723	258	230	67	255
13724	242	185	67	64
13725	258	61	242	243
13726	215	64	242	206
13727	258	51	221	243
13728	939	61	215	240
13729	231	51	245	243
13730	48	224	215	240
13731	64	258	239	221
13732	234	51	654	243
13733	258	48	242	230
13734	258	64	242	233
13735	255	51	239	230
13736	258	61	245	230
13737	51	273	227	221
13738	64	258	242	218
13739	242	64	255	218
13740	258	64	239	243
13741	245	51	255	227
13742	243	51	245	231
13743	242	64	258	230
13744	61	258	242	243
13745	51	242	255	227
13746	258	48	242	240
13747	242	64	258	218
13748	258	51	242	230
13749	218	64	245	243
13750	258	51	67	64
13751	224	240	54	366
13752	255	230	64	252
13753	242	64	67	64
13754	255	51	245	243
13755	258	64	239	243
13756	242	64	228	230
13757	261	48	242	243
13758	97	258	242	206
13759	64	258	218	243
13760	221	64	258	230
13761	309	64	218	227
13762	242	51	258	227
13763	258	61	242	243
13764	218	64	252	51
13765	830	230	67	255
13766	242	243	54	242
13767	230	224	67	64
13768	218	64	258	230
13769	242	64	255	230
13770	245	61	258	445
13771	258	48	245	243
13772	261	61	245	230
13773	64	255	221	230
13774	51	258	255	230
13775	261	48	245	243
13776	245	64	194	237
13777	258	51	242	243
13778	255	64	242	230
13779	261	51	54	64
13780	363	243	54	245
13781	255	230	67	255
13782	258	61	54	51
13783	255	51	245	206
13784	242	61	255	230
13785	258	48	242	221
13786	197	61	255	230
13787	61	218	258	230
13788	51	245	252	233
13789	255	51	242	491
13790	242	61	258	230
13791	245	61	255	227
13792	242	64	255	230
13793	255	51	239	230
13794	64	255	242	243
13795	51	245	258	230
13796	258	51	242	240
13797	245	64	255	227
13798	258	48	242	234
13799	448	64	255	233
13800	258	61	242	51
13801	245	243	51	1048
13802	261	233	51	255
13803	242	64	67	64
13804	255	64	245	243
13805	258	61	215	243
13806	255	51	230	243
13807	237	48	242	243
13808	245	64	240	627
13809	51	242	255	230
13810	51	224	252	233
13811	255	51	242	221
13812	258	61	242	243
13813	231	48	245	243
13814	242	64	255	221
13815	258	48	242	64
13816	224	224	51	242
13817	255	230	67	255
13818	624	64	67	64
13819	245	61	227	246
13820	242	61	255	230
13821	258	51	245	240
13822	245	64	215	243
13823	146	258	242	243
13824	51	245	252	230
13825	245	64	215	240
13826	245	51	194	222
13827	254	64	309	688
13828	200	48	194	233
13829	261	64	242	294
13830	51	245	255	209
13831	51	242	255	233
13832	245	64	194	240
13833	245	48	255	230
13834	258	61	215	221
13835	258	48	242	230
13836	255	51	51	48
13837	615	246	54	194
13838	245	240	1248	64
13839	246	48	242	230
13840	245	64	255	230
13841	245	61	194	243
13842	245	61	255	218
13843	248	64	258	230
13844	64	258	215	230
13845	51	261	255	227
13846	258	61	242	230
13847	242	64	255	230
13848	258	51	224	230
13849	197	51	242	227
13850	258	64	194	230
13851	64	218	255	206
13852	64	224	242	218
13853	242	64	252	221
13854	194	64	258	230
13855	218	61	200	243
13856	685	64	194	243
13857	218	51	218	206
13858	61	215	228	212
13859	51	191	197	206
13860	258	48	242	243
13861	261	51	227	230
13862	255	51	242	243
13863	258	61	215	203
13864	194	64	224	209
13865	51	218	239	209
13866	242	51	231	230
13867	221	61	194	230
13868	194	61	242	227
13869	245	64	242	230
13870	242	51	233	227
13871	64	197	197	206
13872	194	48	194	230
13873	255	64	218	243
13874	206	67	194	230
13875	1137	51	54	51
13876	242	197	197	206
13877	255	209	64	255
13878	245	243	54	51
13879	258	51	242	234
13880	242	64	242	230
13881	215	61	255	230
13882	237	48	178	209
13883	255	48	194	297
13884	51	224	242	222
13885	258	51	245	243
13886	237	51	239	240
13887	224	61	194	224
13888	218	64	191	224
13889	258	48	54	51
13890	245	246	51	215
13891	255	230	67	191
13892	245	230	54	51
13893	218	61	255	227
13894	245	64	297	231
13895	245	64	255	227
13896	269	64	252	230
13897	245	61	194	206
13898	64	231	218	206
13899	51	145	215	230
13900	252	51	215	227
13901	242	64	228	221
13902	258	48	215	227
13903	242	64	258	230
13904	61	258	194	206
13905	51	245	218	243
13906	258	51	242	243
13907	215	64	239	230
13908	255	51	242	218
13909	258	61	242	227
13910	1267	51	51	51
13911	218	224	67	215
13912	194	321	64	218
13913	245	61	406	64
13914	200	64	194	206
13915	248	61	258	206
13916	245	48	255	230
13917	197	61	237	221
13918	197	48	197	206
13919	51	245	258	206
13920	194	51	215	221
13921	249	61	245	322
13922	242	64	258	218
13923	245	61	215	240
13924	245	61	64	64
13925	255	194	54	178
13926	200	197	161	51
13927	258	61	245	234
13928	234	48	242	230
13929	224	51	231	221
13930	218	48	215	221
13931	218	64	209	206
13932	48	231	497	215
13933	64	194	224	219
13934	255	51	227	230
13935	258	51	234	230
13936	245	61	255	230
13937	255	51	239	230
13938	245	64	230	234
13939	51	245	255	221
13940	51	258	255	230
13941	194	64	245	237
13942	228	51	218	230
13943	197	61	245	243
13944	218	64	255	218
13945	64	48	215	230
13946	64	258	245	243
13947	1155	64	242	230
13948	194	61	255	230
13949	218	61	230	243
13950	258	61	194	206
13951	197	51	637	227
13952	258	51	51	51
13953	200	194	54	227
13954	267	221	67	106
13955	194	51	191	230
13956	194	64	218	337
13957	242	61	197	243
13958	194	67	267	221
13959	224	64	194	206
13960	61	197	249	209
13961	203	48	234	230
13962	218	64	191	231
13963	218	51	218	258
13964	194	48	215	209
13965	200	51	181	206
13966	61	215	255	230
13967	219	48	234	218
13968	218	61	215	230
13969	218	64	194	209
13970	194	64	230	606
13971	194	51	178	51
13972	194	197	67	194
13973	194	227	67	61
13974	239	64	237	227
13975	194	64	215	230
13976	245	64	255	236
13977	264	61	242	234
13978	242	64	252	230
13979	64	242	215	233
13980	64	200	234	206
13981	194	64	200	237
13982	248	61	194	243
13983	258	51	242	1300
13984	218	48	194	221
13985	258	51	224	230
13986	48	242	255	230
13987	64	218	228	230
13988	258	61	218	243
13989	242	51	194	445
13990	224	64	242	243
13991	258	51	230	230
13992	245	61	258	51
13993	218	243	51	239
13994	255	230	67	218
13995	194	51	215	64
13996	231	48	242	221
13997	242	64	258	242
13998	255	51	239	240
13999	339	64	215	243
14000	64	255	242	243
14001	197	61	242	243
14002	197	51	215	230
14003	242	64	258	230
14004	258	48	209	227
14005	242	67	179	51
14006	218	224	51	242
14007	242	246	54	242
14008	215	243	151	51
14009	245	64	255	224
14010	242	51	258	230
14011	231	51	245	243
14012	248	64	258	221
14013	242	64	215	246
14014	61	218	252	230
14015	64	231	233	230
14016	258	48	245	221
14017	242	61	255	230
14018	418	64	252	218
14019	266	64	255	221
14020	224	48	228	433
14021	64	218	242	221
14022	242	51	240	221
14023	228	51	194	224
14024	197	61	242	243
14025	234	51	221	230
14026	242	64	221	219
14027	48	258	242	539
14028	245	61	197	206
14029	258	51	194	203
14030	273	64	255	230
14031	218	48	197	237
14032	197	61	67	61
14033	258	230	64	242
14034	194	194	54	51
14035	197	64	242	221
14036	194	51	200	209
14037	194	64	246	206
14038	194	64	237	221
14039	194	64	230	222
14040	48	200	221	206
14041	203	61	194	230
14042	224	61	197	206
14043	197	51	194	212
14044	181	51	231	221
14045	245	61	67	64
14046	255	230	67	255
14047	245	243	51	215
14048	194	64	255	64
14049	242	64	255	233
14050	245	61	242	230
14051	242	61	255	230
14052	258	51	242	243
14053	48	245	255	230
14054	61	255	242	243
14055	194	51	242	240
14056	624	64	252	215
14057	388	51	660	240
14058	258	51	239	230
14059	245	64	252	230
14060	255	51	51	51
14061	245	243	54	242
14062	258	230	215	51
14063	255	64	215	243
14064	194	61	255	230
14065	242	61	197	206
14066	258	51	239	243
14067	224	194	242	243
14068	51	245	252	227
14069	258	64	242	227
14070	245	61	194	243
14071	258	61	245	230
14072	194	51	239	240
14073	197	61	67	64
14074	242	243	51	242
14075	227	488	54	64
14076	245	61	255	230
14077	255	51	242	243
14078	242	61	221	243
14079	258	51	224	206
14080	245	64	215	246
14081	64	218	194	243
14082	48	227	215	230
14083	255	51	239	221
